"Photo","Picture","MLS Number","Class","Building Type","Area","Price","Address","City","State","Status","Radar ID","Zoning","Days On Market"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40705731/0/60/45/60c9c0bb505a3d777638aec790d9e55b/2/75d8b0841b1eb171726956e7eb36a38c/MAXEBRDI40705731.JPG","6","40705731","RESIDENTIAL","Detached","Pleasanton","$865,000","2607 CURRY STREET","PLEASANTON","CA","Sold",,,"19"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40707479/0/60/45/153165b531fdf834407432308a59e23b/12/491052383976e5d7aeb6fc218b51eb02/MAXEBRDI40707479.JPG","30","40707479","RESIDENTIAL","Detached","Hayward","$865,000","23849 Twin Creeks Ct","HAYWARD","CA","Active",,,"39"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711344/0/60/45/7d48393b7559739360aefb0aa5028962/2/5d5573f4b4ebd0be611f18339e6cbb0d/MAXEBRDI40711344.JPG","30","40711344","RESIDENTIAL","Detached","San Ramon","$865,000","1579 CRAIGLEE WAY","SAN RAMON","CA","Pending",,"1003","10"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712660/0/60/45/60fc11101de82218640914537a0061a2/2/a96c34aa3f685853511a81c86f6394bb/MAXEBRDI40712660.JPG","23","40712660","RESIDENTIAL","Detached","Fremont","$869,999","3470 DAVENANT CT","FREMONT","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712674/0/60/45/d6249bdd739e7425776ec027c9a03126/2/dc4bfce277b19e904dfa9580e4c7e6d8/MAXEBRDI40712674.JPG","7","40712674","RESIDENTIAL","Detached","San Ramon","$875,000","3008 BLACKBERRY AVE","SAN RAMON","CA","New",,"8001","3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712747/0/60/45/c538e018f91e2ee60643dd7a68a634c8/2/4f2f6c2cf4c440d4a684933cc9f1bb22/MAXEBRDI40712747.JPG","14","40712747","RESIDENTIAL","Detached","Castro Valley","$879,000","2715 Talbot Lane","CASTRO VALLEY","CA","New",,,"0"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711775/0/60/45/809c18d4b3a3b6b0b8f521e48128035d/4/b5b736eeadbf666369db763cdde12ffd/MAXEBRDI40711775.JPG","8","40711775","RESIDENTIAL","Detached","Piedmont Zip Code 94611","$889,000","1371 OAKLAND AVE","PIEDMONT","CA","Active",,"1001","7"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712447/0/60/45/d1f98158ab3103f9dd0084e4cea422f0/4/8e629588b5595a2514b7a93441c93991/MAXEBRDI40712447.JPG","15","40712447","RESIDENTIAL","Detached","Berkeley Map Area 1","$890,000","1235 CHANNING WAY","BERKELEY","CA","New",,"1110","3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706371/0/60/45/f8cb6ace05a5d80d31e2702fef3f21a5/8/268eccc46931d5a4f50e1ef82da79b25/MAXEBRDI40706371.JPG","28","40706371","RESIDENTIAL","Detached","Fremont","$890,000","300 BLAKE AVE","FREMONT","CA","Sold",,"1001","9"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40707110/0/60/45/d338d48120a0e3b4da61db8463b58051/8/d4324312bee44c2809e3fdb7affa2ca0/MAXEBRDI40707110.JPG","29","40707110","RESIDENTIAL","Detached","Walnut Creek","$890,000","421 PEPPERTREE RD","WALNUT CREEK","CA","Sold",,"1001","10"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711756/0/60/45/5e42866e175e5b39a6015161e1e5d1ee/8/991af535c06328f4f8d7abcc52a8c628/MAXEBRDI40711756.JPG","15","40711756","RESIDENTIAL","Detached","Dublin","$895,000","7698 Quail Creek Cir","DUBLIN","CA","Active",,,"8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711747/0/60/45/94b3cc8fc25d26fbaa9269dadc81a239/2/c733689c34f90cca6e8c4f64df92d2ed/MAXEBRDI40711747.JPG","28","40711747","RESIDENTIAL","Detached","Pleasanton","$895,000","2640 MARIA ST","PLEASANTON","CA","Active",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712649/0/60/45/384138a87227ba430820467403d798d0/4/86e0859e80b6aed17a570d66fa71dc79/MAXEBRDI40712649.JPG","30","40712649","RESIDENTIAL","Detached","Oakland Zip Code 94610","$895,000","668 Hillgirt Circle","OAKLAND","CA","New",,,"1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712664/0/60/45/6e32a211a72eaa9a1c57d34eb0d280b1/8/aae3ff808422b0acf0555b39d8a4c270/MAXEBRDI40712664.JPG","28","40712664","RESIDENTIAL","Detached","Walnut Creek","$899,000","17 PERSIMMON CT","WALNUT CREEK","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40704303/0/60/45/1fba37d94695d74599158d8085be883f/2/c739aa1f2ecc0527d719847f990fe2cc/MAXEBRDI40704303.JPG","10","40704303","RESIDENTIAL","Detached","Pleasanton","$899,999","5071 HUMMINGBIRD RD","PLEASANTON","CA","Pending",,"1001","50"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711768/0/60/45/932c25e7628943135b4ef2579926655c/2/8720e9cc0126f533e6ae2e1bf4f70967/MAXEBRDI40711768.JPG","1","40711768","RESIDENTIAL","Detached","Fremont","$900,000","211 LIPPERT AVE","FREMONT","CA","Active",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712697/0/60/45/d8d27958485494355e01835d73d8eb07/2/be572d7c0c1679641d28794433f4a4ab/MAXEBRDI40712697.JPG","30","40712697","RESIDENTIAL","Detached","Fremont","$900,000","4960 FRIAR AVE","FREMONT","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706458/0/60/45/6236ff53192bf383f380f1771fbf2d77/8/0e9041005730542822d9b47b3204fcb8/MAXEBRDI40706458.JPG","27","40706458","RESIDENTIAL","Detached","Blackhawk","$910,000","45 TENNIS CLUB DR","BLACKHAWK","CA","Active",,"1003","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40705476/0/60/45/d79962a1af00436bba265bfa483a75d4/2/0435a6047f20a654629f10f2f1c39491/MAXEBRDI40705476.JPG","1","40705476","RESIDENTIAL","Detached","Danville","$922,646","608 Elworthy Ranch Lane","DANVILLE","CA","Contingent",,,"53"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712525/0/60/45/6cb85827fdc8191d57eab1a2b63b21f5/2/f8f1f7d9c71ca62ccc5a669945744bcd/MAXEBRDI40712525.JPG","10","40712525","RESIDENTIAL","Detached","Fremont","$924,888","4627 Rousillon Ave","FREMONT","CA","New",,"R","3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712541/0/60/45/c97247d8b4d862016fafc659b5fef0c9/2/e5508b60c622aa69d5b51dc173c22ea3/MAXEBRDI40712541.JPG","29","40712541","RESIDENTIAL","Detached","Danville","$925,000","667 PARADISE VALLEY CT S","DANVILLE","CA","New",,"1003","2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40692820/0/60/45/bdeb32e921ea184ce344c918688a39ad/9/71d24d13cf6b371a4da9cdde137d2df5/MAXEBRDI40692820.JPG","19","40692820","RESIDENTIAL","Detached","Newark","$925,000","7619 Linden Ct.","NEWARK","CA","Sold",,,"17"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706958/0/60/45/1edffd25c23350dfa78c0cbf3ef633cf/2/20d4c440ead2bfff1f51f4c74bb206e5/MAXEBRDI40706958.JPG","29","40706958","RESIDENTIAL","Detached","Castro Valley","$927,500","25330 GOLD HILLS DR","CASTRO VALLEY","CA","Sold",,"1001","12"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712335/0/60/45/c8529d2a21121c8bf5a912dc2c4c7f20/2/e388e2965ae4ce9076aa321624800d17/MAXEBRDI40712335.JPG","26","40712335","RESIDENTIAL","Detached","Pleasanton","$938,000","4892 GANNER CT","PLEASANTON","CA","New",,"1001","3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712720/0/60/45/4432cc19223240d3ba9e13fe121bd2f4/2/00e499d903a31f8ca3ad899efb6b3cdd/MAXEBRDI40712720.JPG","30","40712720","RESIDENTIAL","Detached","Pleasanton","$948,000","7552 HILLSDALE DR","PLEASANTON","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712727/0/60/45/6ff82956efaf45c335062ecff7e429d6/8/8dd3ce08037126cb7d067e4879a01801/MAXEBRDI40712727.JPG","15","40712727","LOTS AND LAND","Lots and Land","Hayward","$950,000","25941 Gading Rd","HAYWARD","CA","New",,"1110","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711739/0/60/45/12aaea7be8c4c61817d42e0d83f49dca/8/bccaf57db82ae054551219711ee297e4/MAXEBRDI40711739.JPG","29","40711739","RESIDENTIAL","Detached","Brentwood","$950,000","2110 MARSHALL CT","BRENTWOOD","CA","Active",,"1008","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706483/0/60/45/6c037bc5bbfc2a7d25afde4720d0c8a4/4/0dcdc6101e43b3a262b1fb195b88c7da/MAXEBRDI40706483.JPG","30","40706483","RESIDENTIAL","Detached","Alameda Map Area 3","$950,000","1726 ENCINAL AVE","ALAMEDA","CA","Sold",,"1001","14"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712702/0/60/45/cdd3f12348ed514179fc866936a48030/2/10a9eb7fe69c2c864df42145f8126e74/MAXEBRDI40712702.JPG","24","40712702","RESIDENTIAL INCOME","FOURPLEX","Hayward","$975,000","2124 Aldengate Way","HAYWARD","CA","New",,,"1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712675/0/60/45/ab793acf7d87293a0cc39d334a103005/2/260e742efc41d59c9784fce6bb4115e4/MAXEBRDI40712675.JPG","29","40712675","RESIDENTIAL","Detached","Discovery Bay","$985,000","4850 Spinnaker Way","DISCOVERY BAY","CA","New",,,"2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711755/0/60/45/b9bd91ad5b85765ee25d77562f7c0c80/8/d597fd9beea18dd33eeb39a49c3f0dde/MAXEBRDI40711755.JPG","27","40711755","RESIDENTIAL","Detached","Walnut Creek","$985,000","2260 Whyte Park Ave","WALNUT CREEK","CA","Active",,,"15"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711715/0/60/45/ea1803119072e6fe22686d4a5b7b135d/4/e4e0b164fcf3e5d32fd38c3c43151f16/MAXEBRDI40711715.JPG","30","40711715","RESIDENTIAL","Detached","Oakland Zip Code 94610","$995,000","312 WARWICK AVE","OAKLAND","CA","Active",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40710837/0/60/45/941f02f3f2a7ec6453c34f9c6457ddc3/2/aebbf6d63d888003e4dc453c1ef91233/MAXEBRDI40710837.JPG","18","40710837","RESIDENTIAL INCOME","2HOUSES-1LOT","Alameda Map Area 6","$995,888","1909 Chestnut Street","ALAMEDA","CA","Price Change",,,"16"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712667/0/60/45/9fda77a6328c35a98ed67d2108c9243e/2/124937a74558ba9ca15590d76bc6b3a2/MAXEBRDI40712667.JPG","14","40712667","RESIDENTIAL","Detached","Alameda Map Area 2","$995,888","1907 Chestnut Street","ALAMEDA","CA","New",,,"16"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712668/0/60/45/aa7731a39740592c535d08ac023d677a/8/8b44e01d1ed184bc986da1fb883ba881/MAXEBRDI40712668.JPG","26","40712668","RESIDENTIAL","Detached","Moraga/Canyon","$998,000","108 HARDIE DR","MORAGA","CA","New",,"1001","1"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40700183/0/60/45/c9592c888a1710423945a2e9c8abfc12/4/096313957ceb8e3a9902b190189e286b/MAXEBRDI40700183.JPG","17","40700183","RESIDENTIAL","Detached","Oakland Zip Code 94611","$998,500","65 Eastwood Court","OAKLAND","CA","Expired",,,"93"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711728/0/60/45/53130c58090c18f9f43f8ed28940928d/2/81e6c8c8ecff27e11a21df3530400ee7/MAXEBRDI40711728.JPG","7","40711728","RESIDENTIAL","Detached","Fremont","$1,000,000","5110 VERNON AVE","FREMONT","CA","Active",,"1001","9"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712681/0/60/45/1d2a61b28691bd43f4b48dc5e77d0f8b/2/8de251a950dda49d1cbd73ddfe741a02/MAXEBRDI40712681.JPG","7","40712681","RESIDENTIAL","Condo","Fremont","$1,018,000","2833 Casita Terrace","FREMONT","CA","New",,,"6"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40701620/0/60/45/108523e64dfaa04e3b471c143c5828ae/2/f213e9e6888e850378d994cd82a6cb72/MAXEBRDI40701620.JPG","30","40701620","RESIDENTIAL","Detached","Livermore","$1,040,000","5465 Carnegie Loop","LIVERMORE","CA","Sold",,,"30"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709247/0/60/45/32a6b5f5836bd2f8e17152946ef5cd24/2/bae0f1bb04fe7d555c2c62a6d3f69d58/MAXEBRDI40709247.JPG","29","40709247","RESIDENTIAL","Duet","Santa Clara County","$1,049,000","1338 Thornbury Lane","SAN JOSE","CA","Price Change",,,"26"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711725/0/60/45/960bc016a4c45cf213e27d1973b8b589/2/83473bf854dc1cec7f295f97345e959c/MAXEBRDI40711725.JPG","26","40711725","RESIDENTIAL","Detached","Fremont","$1,059,000","4325 BURKE WAY","FREMONT","CA","Active",,"1001","9"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712729/0/60/45/daccb2a2a79f417ee9936019ece02759/4/1f5b82f49c4936f8aecbc91569a35911/MAXEBRDI40712729.JPG","25","40712729","RESIDENTIAL","Detached","Alameda Map Area 1","$1,099,000","2911 NORTHWOOD DR","ALAMEDA","CA","New",,"1001","0"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40700190/0/60/45/87971c5512052fe00f8c51d24e42e6f4/8/bc6efa19338adfcbecd9079307a5dde0/MAXEBRDI40700190.JPG","30","40700190","RESIDENTIAL","Detached","Lafayette","$1,117,000","20 RUTH CT","LAFAYETTE","CA","Expired",,"1001","90"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40699136/0/60/45/a301e7fb4e01a71c79cefcbdb85fe9df/12/cfbf1951804d23b044f34c1a601e5bdb/MAXEBRDI40699136.JPG","30","40699136","RESIDENTIAL","Detached","Hayward","$1,144,000","822 OVERHILL DR","HAYWARD","CA","Sold",,"1001","44"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711461/0/60/45/2ba0d1311a36d6d889e38ea7a29d151a/2/3628ddc3c9fe78c4a66719d5146995ef/MAXEBRDI40711461.JPG","19","40711461","RESIDENTIAL","Detached","Fremont","$1,150,000","47435 Mantis St","FREMONT","CA","Active",,"1001","10"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711170/0/60/45/4f67760708e84c3a6e167bf5078eea0c/2/713635e5559821d5e5a2533536ede981/MAXEBRDI40711170.JPG","23","40711170","RESIDENTIAL","Detached","Danville","$1,150,000","116 WILSHIRE CT","DANVILLE","CA","Pending",,"1003","9"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709618/0/60/45/2d6d8d0aaf40c127e24aefc8b1c7b34f/2/ddddd09311241ae11084326387b263ad/MAXEBRDI40709618.JPG","30","40709618","RESIDENTIAL","Detached","Discovery Bay","$1,150,000","5706 STARFISH CT","DISCOVERY BAY","CA","Active",,"1001","24"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709383/0/60/45/2f118d1a3f0ba8f4c2a08d4ca8043706/9/a49f1814fc086ac58edfeee192266e65/MAXEBRDI40709383.JPG","29","40709383","RESIDENTIAL","Detached","Fremont","$1,150,000","609 VESPER AVE","FREMONT","CA","Pending",,"1001","18"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711475/0/60/45/59a1c5c08359fe384d2d539c12ef1bca/2/8afa89ee9ec4c1b8b2daa455018a8528/MAXEBRDI40711475.JPG","29","40711475","RESIDENTIAL","Detached","Dublin","$1,219,900","5005 CERRETO ST","DUBLIN","CA","Pending Show for Backups",,"1009","10"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40702009/0/60/45/cf54c99e52919e7473d61f3614011769/9/61f86c61f0ff286c86bf0b209f0cc08e/MAXEBRDI40702009.JPG","5","40702009","RESIDENTIAL","Detached","Oakland Zip Code 94611","$1,259,000","14030 Broadway Ter.","OAKLAND","CA","Active-REO",,,"79"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40708668/0/60/45/e5ce392e5311873e93dc37cbf9ce2faa/8/64eac4cfa1e678a6879fe895b02da5f4/MAXEBRDI40708668.JPG","21","40708668","RESIDENTIAL","Detached","Pleasanton","$1,268,000","399 OAK LN","PLEASANTON","CA","Pending Show for Backups",,"1001","29"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711711/0/60/45/bb149c48c488e17276b9ced6d4f03ab6/2/c13d921c3e1eb838f51a09032c480a9e/MAXEBRDI40711711.JPG","27","40711711","RESIDENTIAL","Detached","San Ramon","$1,285,000","841 PIPERS BROOK CT","SAN RAMON","CA","Active",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40704689/0/60/45/943b33efc6cd589cc257db4bbd604ba0/8/cad3faadc6b92ed379d9000b1d07bd80/MAXEBRDI40704689.JPG","29","40704689","RESIDENTIAL","Detached","Danville","$1,324,900","127 PROVENCE RD","DANVILLE","CA","Active",,"1003","49"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712684/0/60/45/f296c7a089cf7acb38729d3e09bfe552/4/2fc94453fc81c4890f7aebdfc69e3250/MAXEBRDI40712684.JPG","8","40712684","COMM RI MULTI-UNITS 5+","Lowrise (1-3 Flrs)","Alameda Map Area 6","$1,349,500","2278 International","ALAMEDA","CA","New",,,"3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709581/0/60/45/af893661ae0e52b05317d81d3267a25f/4/4f801fad4a85f269518e77085655ac57/MAXEBRDI40709581.JPG","30","40709581","RESIDENTIAL","Detached","Oakland Zip Code 94611","$1,350,000","7151 WOODROW DR","OAKLAND","CA","Cancelled",,"1001","23"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709339/0/60/45/ee56e310819eafb458a43c3d3d7beeb3/8/3bfbeae51c709b4bd87077ccbe3d108e/MAXEBRDI40709339.JPG","2","40709339","RESIDENTIAL INCOME","TRIPLEX","Lafayette","$1,388,000","3620 Walnut St.","LAFAYETTE","CA","Pending Show for Backups",,"MRA","13"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40708532/0/60/45/415c68bde7ec6a0f0af9f35cf984ab71/8/fabf240fb2e04575bb7556bfb0acf3ed/MAXEBRDI40708532.JPG","30","40708532","RESIDENTIAL","Detached","San Ramon","$1,398,000","19 Pine Valley Pl","SAN RAMON","CA","Active",,,"32"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711771/0/60/45/3eeb27a0593e025e664bdd8230a48a95/13/e303579b96f2c94545dc845b47bc0b70/MAXEBRDI40711771.JPG","9","40711771","COMM RI MULTI-UNITS 5+","Lowrise (1-3 Flrs)","Oakland Zip Code 94612","$1,400,000","600 22nd Street","OAKLAND","CA","Active",,"1104","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40698983/0/60/45/11d22588174ea6eaf9118ff83ff21fb7/8/169c98319411c3664cc2370cdc459ed4/MAXEBRDI40698983.JPG","30","40698983","RESIDENTIAL","Detached","Danville","$1,410,000","1968 MANTOVA ST","DANVILLE","CA","Sold",,"1003","14"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711733/0/60/45/de76f28cd68d3a5797ad92ce2bcaf55f/4/05e8e85fe7a18b112b79bd4d25341c46/MAXEBRDI40711733.JPG","19","40711733","RESIDENTIAL","Detached","Oakland Zip Code 94705","$1,490,000","1027 Rispin Dr","OAKLAND","CA","Active",,,"8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711719/0/60/45/cc8ff70311011f2871cc392cb7105ff4/8/164efbae7cf8ca2e1d5d3cfb85d7cd63/MAXEBRDI40711719.JPG","30","40711719","RESIDENTIAL","Detached","Danville","$1,499,000","217 STILL CREEK RD","DANVILLE","CA","Active",,"1001","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40708179/0/60/45/0b32452c732d3b5834ccefeefa9995e9/11/ffdc19d657ca283ca0f6d7c6a7905148/MAXEBRDI40708179.JPG","17","40708179","RESIDENTIAL","Detached","Walnut Creek","$1,500,000","235 Nob Hill Drive","WALNUT CREEK","CA","Active",,,"34"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40707154/0/60/45/3157a68b9865e7c052e2de851d6e4c05/9/3f2a6392e36dd643e24270e072322031/MAXEBRDI40707154.JPG","30","40707154","RESIDENTIAL","Detached","Hayward","$1,520,000","91 Arundel Dr","HAYWARD HILLS","CA","Active",,"1009","41"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711770/0/60/45/18f706982466ee2dd0d211c596cf69f6/8/8097b59fc3e0a19a6b1f3fc7bbf292fa/MAXEBRDI40711770.JPG","28","40711770","RESIDENTIAL","Detached","Orinda","$1,549,000","521 Tahos Road","ORINDA","CA","Active",,,"8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712399/0/60/45/9cf1af0499439d734e6e06be2d7b43d1/4/cbec7996dbb196ca376a662dd1d82797/MAXEBRDI40712399.JPG","30","40712399","RESIDENTIAL","Detached","Oakland Zip Code 94610","$1,595,000","875 PORTAL AVE","OAKLAND","CA","New",,"1001","3"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40706186/0/60/45/41ea8c17a8beeedc543f312bec6ac15c/12/2a302f94474a69a9c87b41634bc45fc5/MAXEBRDI40706186.JPG","30","40706186","RESIDENTIAL","Detached","Berkeley Map Area 7","$1,600,000","3104 Deakin","BERKELEY","CA","Sold",,,"15"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709979/0/60/45/84ab8467569415a88dc9bf5a4abd7705/4/988904bcbd6eb382036c30ab474c649e/MAXEBRDI40709979.JPG","30","40709979","RESIDENTIAL","Detached","Orinda","$1,650,000","31 CHARLES HILL RD","ORINDA","CA","Pending Show for Backups",,"1001","15"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40710963/0/60/45/dfd74d80c951384c4af0727faceae4e9/9/12cd023e8e8735120946499a65ecde1d/MAXEBRDI40710963.JPG","30","40710963","RESIDENTIAL","Detached","Hayward","$1,750,000","170 Arundel Drive","HAYWARD","CA","Active",,,"13"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712671/0/60/45/cc7c8155ebc922a333abf03dd53f758e/8/5dc6dc92e5a20a759368215539a4c626/MAXEBRDI40712671.JPG","27","40712671","RESIDENTIAL","Detached","All Other Counties/States","$1,800,000","1089 Rockefeller Drive","SUNNYVALE","CA","New",,"R1","2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40685288/0/60/45/57ed1e6ea44b0a4d64c95d06ca896dd6/8/dba504e73993fa614bb25339ada55ed4/MAXEBRDI40685288.JPG","30","40685288","RESIDENTIAL","Detached","Martinez","$1,849,000","5460 ALHAMBRA VALLEY RD","MARTINEZ","CA","Active",,"A-2","208"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40705553/0/60/45/7735a5dce2a010b8c81fe6f5a18c0606/2/cdad000da354525b4302feeaafa1c561/MAXEBRDI40705553.JPG","30","40705553","RESIDENTIAL","Detached","Pleasanton","$1,850,000","9608 Crosby Drive","PLEASANTON","CA","Active",,,"53"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40712479/0/60/45/3590f9db1f51cb784307fed0e49a1aec/8/ec47a1977d28bcb234d95427772540c4/MAXEBRDI40712479.JPG","28","40712479","RESIDENTIAL","Detached","Lafayette","$1,895,000","369 READ DR","LAFAYETTE","CA","New",,"1001","2"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711737/0/60/45/175fcc1b225054f1428deecbc119dd00/8/c404e3390d09ff8a3ef3971af90a0d30/MAXEBRDI40711737.JPG","7","40711737","COMM INDUSTRIAL FOR SALE","Comm Ind For Sale","Richmond View","$1,995,000","12889 12891 San Pablo Ave","RICHMOND","CA","Active",,"Com","8"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40705167/0/60/45/60ff7204136d7797a9f87375df103528/8/5f992b798440efb1d9914be77fa2761e/MAXEBRDI40705167.JPG","19","40705167","RESIDENTIAL","Detached","Orinda","$1,995,000","8 FROGS LEAP WAY","ORINDA","CA","Pending",,"8001","56"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40709621/0/60/45/e5f49b393879267d3a9c4c90b5d66261/6/6363989ab1627628c7166bfad4fb9c70/MAXEBRDI40709621.JPG","30","40709621","RESIDENTIAL","Detached","Berkeley Map Area 2","$2,100,000","551 SANTA CLARA AVE","BERKELEY","CA","Active",,"1001","24"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711795/0/60/45/aee5390a96136c1d71d82d4912db43d6/9/59b4180ade02fd28723e305f968631e4/MAXEBRDI40711795.JPG","30","40711795","RESIDENTIAL","Detached","Pleasanton","$2,599,999","3708 Raboli Street","PLEASANTON","CA","Active",,"1001","7"
"http://cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40711439/0/60/45/ccc0758989dfb465ddeaa13229612fb4/8/3ad3f2dcaeff6d3f7d95d7b682c6c195/MAXEBRDI40711439.JPG","30","40711439","RESIDENTIAL","Detached","Orinda","$2,998,000","120 SILVER OAK TER","ORINDA","CA","Pending",,"1001","8"
